,_unit_id,relevance,relevance:variance,product_price,query,rank,source,invoice
44,711158503,4.0,0.0,$26.75 ,eye cream,20,eBay,29091
45,711158504,4.0,0.0,$14.99 ,eye cream,21,eBay,15196
46,711158505,3.67,0.47100000000000003,$65.99 ,eye cream,22,eBay,471
47,711158506,3.67,0.47100000000000003,$12.99 ,eye cream,23,eBay,8408
48,711158507,4.0,0.0,$37.90 ,eye cream,24,eBay,21271
49,711158508,4.0,0.0,$19.49 ,eye cream,25,eBay,12929
50,711158509,4.0,0.0,$17.95 ,routers,1,eBay,29923
51,711158510,3.0,1.4140000000000001,$180.50 ,routers,2,eBay,29550
52,711158511,2.6,1.2,$275.00 ,routers,3,eBay,12431
53,711158512,4.0,0.0,$99.99 ,routers,4,eBay,15678
54,711158513,2.33,0.943,$25.00 ,routers,5,eBay,13647
55,711158514,1.33,0.47100000000000003,$132.50 ,routers,6,eBay,6761
56,711158515,4.0,0.0,$45.00 ,routers,7,eBay,8044
57,711158516,4.0,0.0,$140.00 ,routers,8,eBay,25468
58,711158517,4.0,0.0,$45.00 ,routers,9,eBay,17393
59,711158518,3.67,0.47100000000000003,$27.00 ,routers,10,eBay,17970
60,711158519,3.67,0.47100000000000003,$21.99 ,routers,11,eBay,3261
61,711158520,4.0,0.0,$143.99 ,routers,12,eBay,14835
62,711158521,3.75,0.433,$50.00 ,routers,13,eBay,26050
63,711158522,4.0,0.0,$56.00 ,routers,14,eBay,108
64,711158523,2.0,0.0,$79.95 ,routers,15,eBay,24373
65,711158524,4.0,0.0,$10.50 ,routers,16,eBay,24665
66,711158525,4.0,0.0,$5.00 ,routers,17,eBay,26307
67,711158526,4.0,0.0,$160.00 ,routers,18,eBay,21037
68,711158527,4.0,0.0,$44.99 ,routers,19,eBay,26583
69,711158528,4.0,0.0,$5.00 ,routers,20,eBay,1756
70,711158529,4.0,0.0,$28.00 ,routers,21,eBay,24113
71,711158530,4.0,0.0,$50.00 ,routers,22,eBay,8482
72,711158531,4.0,0.0,$40.00 ,routers,23,eBay,3505
73,711158532,3.67,0.47100000000000003,$63.00 ,routers,24,eBay,4226
74,711158533,4.0,0.0,$120.00 ,routers,25,eBay,14860
75,711158534,3.33,0.47100000000000003,$45.00 ,shaver panasonic,1,eBay,20762
76,711158535,2.8,1.166,$127.50 ,shaver panasonic,2,eBay,28470
77,711158536,2.0,0.0,$40.00 ,shaver panasonic,3,eBay,3744
78,711158537,4.0,0.0,$68.98 ,shaver panasonic,4,eBay,3722
79,711158538,3.2,0.748,$13.98 ,shaver panasonic,5,eBay,22515
80,711158539,2.8,0.748,$49.99 ,shaver panasonic,6,eBay,119
81,711158540,4.0,0.0,$65.88 ,shaver panasonic,7,eBay,9900
82,711158541,4.0,0.0,$57.00 ,shaver panasonic,8,eBay,4569
83,711158542,4.0,0.0,$38.99 ,shaver panasonic,9,eBay,1784
84,711158543,4.0,0.0,$15.76 ,shaver panasonic,10,eBay,4212
85,711158544,3.67,0.47100000000000003,$37.99 ,shaver panasonic,11,eBay,5760
86,711158545,4.0,0.0,$16.88 ,shaver panasonic,12,eBay,16381
87,711158546,4.0,0.0,$39.99 ,shaver panasonic,13,eBay,18374
88,711158547,3.67,0.47100000000000003,$269.95 ,shaver panasonic,14,eBay,26725
89,711158548,3.33,0.943,$68.88 ,shaver panasonic,15,eBay,28785
90,711158549,4.0,0.0,$65.99 ,shaver panasonic,16,eBay,21995
91,711158550,4.0,0.0,$33.00 ,shaver panasonic,17,eBay,14700
92,711158551,3.67,0.47100000000000003,$5.99 ,shaver panasonic,18,eBay,13572
93,711158552,4.0,0.0,$30.24 ,shaver panasonic,19,eBay,6073
94,711158553,4.0,0.0,$81.99 ,shaver panasonic,20,eBay,9673
95,711158554,3.0,0.632,$69.99 ,shaver panasonic,21,eBay,26910
96,711158555,4.0,0.0,$50.00 ,shaver panasonic,22,eBay,29694
97,711158556,4.0,0.0,$12.50 ,shaver panasonic,23,eBay,19084
98,711158557,3.4,0.8,$19.99 ,shaver panasonic,24,eBay,9223
99,711158558,2.33,0.47100000000000003,$34.99 ,shaver panasonic,25,eBay,15106
100,711158559,4.0,0.0,$43.00 ,coffee grinder,1,eBay,20692
101,711158560,3.67,0.47100000000000003,$14.89 ,coffee grinder,2,eBay,16833
102,711158561,4.0,0.0,$49.95 ,coffee grinder,3,eBay,21358
103,711158562,3.67,0.47100000000000003,$14.99 ,coffee grinder,4,eBay,21605
104,711158563,3.33,0.47100000000000003,$22.16 ,coffee grinder,5,eBay,10325
105,711158564,3.67,0.47100000000000003,$24.99 ,coffee grinder,6,eBay,6821
106,711158565,4.0,0.0,$14.58 ,coffee grinder,7,eBay,5934
107,711158566,4.0,0.0,$86.99 ,coffee grinder,8,eBay,13880
108,711158567,3.67,0.47100000000000003,$0.51 ,coffee grinder,9,eBay,7730
109,711158568,2.67,0.943,$7.99 ,coffee grinder,10,eBay,9129
110,711158569,4.0,0.0,$23.25 ,coffee grinder,11,eBay,9198
111,711158570,2.33,0.47100000000000003,$8.00 ,coffee grinder,12,eBay,21078
112,711158571,3.0,1.4140000000000001,$39.95 ,coffee grinder,13,eBay,23905
113,711158572,4.0,0.0,$90.97 ,coffee grinder,14,eBay,15788
114,711158573,4.0,0.0,$10.00 ,coffee grinder,15,eBay,5827
115,711158574,2.8,1.166,$8.75 ,coffee grinder,16,eBay,28980
116,711158575,4.0,0.0,$19.99 ,coffee grinder,17,eBay,1255
117,711158576,4.0,0.0,$12.99 ,coffee grinder,18,eBay,5821
118,711158577,4.0,0.0,$35.00 ,coffee grinder,19,eBay,11163
119,711158578,4.0,0.0,$20.60 ,coffee grinder,20,eBay,19092
120,711158579,4.0,0.0,$15.99 ,coffee grinder,21,eBay,28893
121,711158580,4.0,0.0,$14.50 ,coffee grinder,22,eBay,7984
122,711158581,4.0,0.0,$8.21 ,coffee grinder,23,eBay,8573
123,711158582,4.0,0.0,$30.00 ,coffee grinder,24,eBay,17032
124,711158583,3.33,0.943,$9.75 ,coffee grinder,25,eBay,8410
125,711158584,4.0,0.0,$76.39 ,high chairs,1,eBay,11463
126,711158585,4.0,0.0,$45.35 ,high chairs,2,eBay,6751
127,711158586,3.33,0.47100000000000003,$23.92 ,high chairs,3,eBay,24200
128,711158587,4.0,0.0,$24.08 ,high chairs,4,eBay,26762
129,711158588,3.33,0.943,$93.92 ,high chairs,5,eBay,20631
130,711158589,3.67,0.47100000000000003,$57.50 ,high chairs,6,eBay,12327
131,711158590,4.0,0.0,$44.71 ,high chairs,7,eBay,8630
132,711158591,1.67,0.47100000000000003,$84.99 ,high chairs,8,eBay,296
133,711158592,4.0,0.0,$46.98 ,high chairs,9,eBay,15408
134,711158593,3.67,0.47100000000000003,$49.99 ,high chairs,10,eBay,12437
135,711158594,4.0,0.0,$81.49 ,high chairs,11,eBay,17970
136,711158595,3.33,0.943,$39.99 ,high chairs,12,eBay,26576
137,711158596,4.0,0.0,$42.01 ,high chairs,13,eBay,26347
138,711158597,3.4,0.8,$26.50 ,high chairs,14,eBay,25320
139,711158598,3.0,1.4140000000000001,$28.99 ,high chairs,15,eBay,29878
140,711158599,3.67,0.47100000000000003,$27.59 ,high chairs,16,eBay,24255
141,711158600,4.0,0.0,$44.99 ,high chairs,17,eBay,26675
142,711158601,3.33,0.47100000000000003,$38.99 ,high chairs,18,eBay,17646
143,711158602,3.33,0.47100000000000003,$109.89 ,high chairs,19,eBay,3016
144,711158603,3.0,1.4140000000000001,$59.64 ,high chairs,20,eBay,12151
145,711158604,4.0,0.0,$53.99 ,high chairs,21,eBay,25789
146,711158605,3.4,0.8,$69.99 ,high chairs,22,eBay,9881
147,711158606,3.67,0.47100000000000003,$69.62 ,high chairs,23,eBay,4818
148,711158607,4.0,0.0,$16.99 ,high chairs,24,eBay,3885
149,711158608,3.67,0.47100000000000003,$28.49 ,high chairs,25,eBay,25491
150,711158609,3.67,0.47100000000000003,$37.99 ,face cream,1,eBay,28366
151,711158610,4.0,0.0,$19.99 ,face cream,2,eBay,12872
152,711158611,3.0,0.894,$8.00 ,face cream,3,eBay,3921
153,711158612,4.0,0.0,$65.99 ,face cream,4,eBay,14623
154,711158613,2.33,0.47100000000000003,$12.90 ,face cream,5,eBay,2937
155,711158614,2.33,0.943,$43.83 ,face cream,6,eBay,14521
156,711158615,3.67,0.47100000000000003,$43.80 ,face cream,7,eBay,6175
157,711158616,4.0,0.0,$18.89 ,face cream,8,eBay,17810
158,711158617,4.0,0.0,$59.99 ,face cream,9,eBay,5706
159,711158618,3.67,0.47100000000000003,$13.80 ,face cream,10,eBay,25213
160,711158619,3.67,0.47100000000000003,$29.99 ,face cream,11,eBay,15304
161,711158620,3.33,0.47100000000000003,$3.89 ,face cream,12,eBay,28639
162,711158621,4.0,0.0,$8.98 ,face cream,13,eBay,18133
163,711158622,3.0,0.0,$26.00 ,face cream,14,eBay,6240
164,711158623,3.67,0.47100000000000003,$3.47 ,face cream,15,eBay,20671
165,711158624,4.0,0.0,$18.90 ,face cream,16,eBay,22205
166,711158625,4.0,0.0,$39.99 ,face cream,17,eBay,9911
167,711158626,3.67,0.47100000000000003,$3.79 ,face cream,18,eBay,24650
168,711158627,2.67,0.47100000000000003,$13.54 ,face cream,19,eBay,23827
169,711158628,3.33,0.47100000000000003,$18.23 ,face cream,20,eBay,7530
170,711158629,4.0,0.0,$11.99 ,face cream,21,eBay,14198
171,711158630,3.67,0.47100000000000003,$9.98 ,face cream,22,eBay,22999
172,711158631,4.0,0.0,$11.99 ,face cream,23,eBay,2281
173,711158632,3.67,0.47100000000000003,$12.95 ,face cream,24,eBay,8849
174,711158633,3.33,0.47100000000000003,$36.95 ,face cream,25,eBay,9339
175,711158634,3.33,0.943,$19.99 ,Brett Favre NY Titans jersey blue,1,eBay,1747
176,711158635,2.2,0.748,$8.99 ,Brett Favre NY Titans jersey blue,2,eBay,23531
177,711158636,3.0,0.0,$34.99 ,Brett Favre NY Titans jersey blue,3,eBay,22337
178,711158637,2.67,0.943,$93.97 ,Brett Favre NY Titans jersey blue,4,eBay,1867
179,711158638,2.67,0.943,$49.99 ,Brett Favre NY Titans jersey blue,5,eBay,26432
180,711158639,3.33,0.47100000000000003,$27.99 ,Brett Favre NY Titans jersey blue,6,eBay,28577
181,711158640,3.67,0.47100000000000003,$49.95 ,Brett Favre NY Titans jersey blue,7,eBay,11736
182,711158641,2.0,0.0,$9.99 ,Brett Favre NY Titans jersey blue,8,eBay,19584
183,711158642,3.67,0.47100000000000003,$6.99 ,Brett Favre NY Titans jersey blue,9,eBay,23418
184,711158643,2.8,0.748,$6.99 ,Brett Favre NY Titans jersey blue,10,eBay,16290
185,711158644,2.6,1.02,$19.99 ,Brett Favre NY Titans jersey blue,11,eBay,13383
186,711158645,3.67,0.47100000000000003,$50.00 ,Brett Favre NY Titans jersey blue,12,eBay,1594
187,711158646,3.67,0.47100000000000003,$9.99 ,Brett Favre NY Titans jersey blue,13,eBay,27632
188,711158647,2.33,0.47100000000000003,$199.99 ,Brett Favre NY Titans jersey blue,14,eBay,17299
189,711158648,4.0,0.0,$445.50 ,Brett Favre NY Titans jersey blue,15,eBay,21184
190,711158649,3.67,0.47100000000000003,$8.00 ,Brett Favre NY Titans jersey blue,16,eBay,13265
191,711158650,3.0,0.894,$2.99 ,Brett Favre NY Titans jersey blue,17,eBay,6615
192,711158651,3.67,0.47100000000000003,$25.49 ,Brett Favre NY Titans jersey blue,18,eBay,2933
193,711158652,2.67,0.47100000000000003,$24.95 ,Brett Favre NY Titans jersey blue,19,eBay,8917
194,711158653,2.33,0.47100000000000003,$15.00 ,Brett Favre NY Titans jersey blue,20,eBay,29695
195,711158654,2.33,0.47100000000000003,$14.99 ,Brett Favre NY Titans jersey blue,21,eBay,24187
196,711158655,3.4,0.8,$17.88 ,Brett Favre NY Titans jersey blue,22,eBay,3093
197,711158656,2.0,0.0,$45.00 ,Brett Favre NY Titans jersey blue,23,eBay,6704
198,711158657,2.6,0.8,$49.99 ,Brett Favre NY Titans jersey blue,24,eBay,5032
199,711158658,2.0,0.0,$9.99 ,Brett Favre NY Titans jersey blue,25,eBay,16003
200,711158659,4.0,0.0,$19.89 ,aroma diffuser,1,eBay,9135
201,711158660,4.0,0.0,$21.88 ,aroma diffuser,2,eBay,19197
202,711158661,3.67,0.47100000000000003,$19.88 ,aroma diffuser,3,eBay,5153
203,711158662,3.33,0.943,$45.00 ,aroma diffuser,4,eBay,19251
204,711158663,3.67,0.47100000000000003,$20.49 ,aroma diffuser,5,eBay,23527
205,711158664,4.0,0.0,$0.48 ,aroma diffuser,6,eBay,13427
206,711158665,4.0,0.0,$30.00 ,aroma diffuser,7,eBay,26794
207,711158666,3.33,0.943,$25.99 ,aroma diffuser,8,eBay,18268
208,711158667,3.67,0.47100000000000003,$8.50 ,aroma diffuser,9,eBay,29293
209,711158668,4.0,0.0,$17.99 ,aroma diffuser,10,eBay,27306
210,711158669,3.67,0.47100000000000003,$18.14 ,aroma diffuser,11,eBay,18912
211,711158670,4.0,0.0,$36.00 ,aroma diffuser,12,eBay,18442
212,711158671,4.0,0.0,$21.80 ,aroma diffuser,13,eBay,10693
213,711158672,4.0,0.0,$26.00 ,aroma diffuser,14,eBay,9396
214,711158673,3.4,0.8,$25.69 ,aroma diffuser,15,eBay,13287
215,711158674,4.0,0.0,$19.99 ,aroma diffuser,16,eBay,16669
216,711158675,3.33,0.47100000000000003,$24.00 ,aroma diffuser,17,eBay,14665
217,711158676,4.0,0.0,$37.99 ,aroma diffuser,18,eBay,27610
218,711158677,4.0,0.0,$27.29 ,aroma diffuser,19,eBay,902
219,711158678,3.75,0.433,$32.96 ,aroma diffuser,20,eBay,6169
220,711158679,3.33,0.943,$16.99 ,aroma diffuser,21,eBay,25917
221,711158680,2.2,0.748,$6.99 ,aroma diffuser,22,eBay,26067
222,711158681,3.67,0.47100000000000003,$23.95 ,aroma diffuser,23,eBay,23031
223,711158682,3.67,0.47100000000000003,$15.50 ,aroma diffuser,24,eBay,13297
224,711158683,4.0,0.0,$29.99 ,aroma diffuser,25,eBay,20588
225,711158684,4.0,0.0,$41.68 ,Bluray Hobbit extended,1,eBay,4206
226,711158685,2.0,0.0,$27.95 ,Bluray Hobbit extended,2,eBay,2244
227,711158686,4.0,0.0,$26.50 ,Bluray Hobbit extended,3,eBay,508
228,711158687,4.0,0.0,$28.84 ,Bluray Hobbit extended,4,eBay,24514
229,711158688,3.67,0.47100000000000003,$7.00 ,Bluray Hobbit extended,5,eBay,15490
230,711158689,4.0,0.0,$20.89 ,Bluray Hobbit extended,6,eBay,23468
231,711158690,4.0,0.0,$15.00 ,Bluray Hobbit extended,7,eBay,29870
232,711158691,3.67,0.47100000000000003,$16.50 ,Bluray Hobbit extended,8,eBay,317
233,711158692,3.33,0.47100000000000003,$25.00 ,Bluray Hobbit extended,9,eBay,22169
234,711158693,3.75,0.433,$25.95 ,Bluray Hobbit extended,10,eBay,17685
235,711158694,4.0,0.0,$33.95 ,Bluray Hobbit extended,11,eBay,17591
236,711158695,4.0,0.0,$114.99 ,Bluray Hobbit extended,12,eBay,29382
237,711158696,4.0,0.0,$22.99 ,Bluray Hobbit extended,13,eBay,3145
238,711158697,3.67,0.47100000000000003,$25.00 ,Bluray Hobbit extended,14,eBay,29412
239,711158698,3.67,0.47100000000000003,$35.99 ,Bluray Hobbit extended,15,eBay,18441
240,711158699,3.67,0.47100000000000003,$129.99 ,Bluray Hobbit extended,16,eBay,25666
241,711158700,3.67,0.47100000000000003,$20.00 ,Bluray Hobbit extended,17,eBay,12368
242,711158701,4.0,0.0,$9.99 ,Bluray Hobbit extended,18,eBay,24815
243,711158702,2.0,0.0,$9.99 ,Bluray Hobbit extended,19,eBay,13220
244,711158703,4.0,0.0,$18.90 ,Bluray Hobbit extended,20,eBay,26563
245,711158704,3.67,0.47100000000000003,$25.54 ,Bluray Hobbit extended,21,eBay,10165
246,711158705,3.33,0.943,$36.15 ,Bluray Hobbit extended,22,eBay,20282
247,711158706,4.0,0.0,$0.99 ,Bluray Hobbit extended,23,eBay,8824
248,711158707,4.0,0.0,$189.97 ,Bluray Hobbit extended,24,eBay,28211
249,711158708,4.0,0.0,$27.50 ,Bluray Hobbit extended,25,eBay,19988
250,711158709,3.67,0.47100000000000003,$6.99 ,white plain dinner set,1,eBay,17076
251,711158710,1.6,0.8,$11.70 ,white plain dinner set,2,eBay,20926
252,711158711,3.67,0.47100000000000003,$9.99 ,white plain dinner set,3,eBay,17115
253,711158712,4.0,0.0,$22.00 ,white plain dinner set,4,eBay,3003
254,711158713,4.0,0.0,$7.19 ,white plain dinner set,5,eBay,20318
255,711158714,3.67,0.47100000000000003,$5.47 ,white plain dinner set,6,eBay,5331
256,711158715,3.67,0.47100000000000003,$29.99 ,white plain dinner set,7,eBay,4882
257,711158716,2.67,0.47100000000000003,$111.99 ,white plain dinner set,8,eBay,3825
258,711158717,3.67,0.47100000000000003,$27.28 ,white plain dinner set,9,eBay,25511
259,711158718,3.2,0.748,$22.75 ,white plain dinner set,10,eBay,24293
260,711158719,1.67,0.47100000000000003,$5.69 ,white plain dinner set,11,eBay,19157
261,711158720,4.0,0.0,$60.66 ,white plain dinner set,12,eBay,29506
262,711158721,1.0,0.0,$60.64 ,white plain dinner set,13,eBay,21693
263,711158722,1.33,0.47100000000000003,$19.99 ,white plain dinner set,14,eBay,12700
264,711158723,1.33,0.47100000000000003,$3.69 ,white plain dinner set,15,eBay,5852
265,711158724,3.33,0.47100000000000003,$10.00 ,white plain dinner set,16,eBay,11527
266,711158725,2.33,0.47100000000000003,$9.99 ,white plain dinner set,17,eBay,24835
267,711158726,3.75,0.433,$49.95 ,white plain dinner set,18,eBay,24399
268,711158727,1.33,0.47100000000000003,$3.20 ,white plain dinner set,19,eBay,2857
269,711158728,3.0,0.632,$20.50 ,white plain dinner set,20,eBay,14777
270,711158729,2.67,0.47100000000000003,$6.37 ,white plain dinner set,21,eBay,8090
271,711158730,2.67,0.47100000000000003,$14.99 ,white plain dinner set,22,eBay,29046
272,711158731,1.0,0.0,$5.75 ,white plain dinner set,23,eBay,9767
273,711158732,1.67,0.943,$5.99 ,white plain dinner set,24,eBay,19222
274,711158733,3.33,0.943,$28.80 ,white plain dinner set,25,eBay,26991
275,711158734,4.0,0.0,$138.29 ,double stroller,1,eBay,4183
276,711158735,4.0,0.0,$189.00 ,double stroller,2,eBay,6435
277,711158736,4.0,0.0,$96.00 ,double stroller,3,eBay,18814
278,711158737,4.0,0.0,$129.99 ,double stroller,4,eBay,13283
279,711158738,4.0,0.0,$182.24 ,double stroller,5,eBay,3945
280,711158739,4.0,0.0,$139.95 ,double stroller,6,eBay,1108
281,711158740,4.0,0.0,$299.00 ,double stroller,7,eBay,13438
282,711158741,4.0,0.0,$118.84 ,double stroller,8,eBay,22291
283,711158742,4.0,0.0,$50.00 ,double stroller,9,eBay,29844
284,711158743,4.0,0.0,$221.26 ,double stroller,10,eBay,26750
285,711158744,4.0,0.0,$89.99 ,double stroller,11,eBay,9047
286,711158745,3.33,0.943,$179.98 ,double stroller,12,eBay,7215
287,711158746,4.0,0.0,$99.99 ,double stroller,13,eBay,27942
288,711158747,3.67,0.47100000000000003,$39.00 ,double stroller,14,eBay,4821
289,711158748,4.0,0.0,$89.99 ,double stroller,15,eBay,5483
290,711158749,4.0,0.0,$152.50 ,double stroller,16,eBay,28468
291,711158750,2.33,0.943,$99.00 ,double stroller,17,eBay,4411
292,711158751,4.0,0.0,$299.00 ,double stroller,18,eBay,4865
293,711158752,4.0,0.0,$299.99 ,double stroller,19,eBay,26245
294,711158753,2.0,0.632,$149.73 ,double stroller,20,eBay,1312
295,711158754,3.67,0.47100000000000003,$188.99 ,double stroller,21,eBay,15628
296,711158755,4.0,0.0,$399.99 ,double stroller,22,eBay,25667
297,711158756,4.0,0.0,$175.39 ,double stroller,23,eBay,17871
298,711158757,4.0,0.0,$164.00 ,double stroller,24,eBay,19350
299,711158758,2.33,0.47100000000000003,$399.59 ,double stroller,25,eBay,5954
300,711158759,3.2,0.748,$3.99 ,Vanilla Scented Perfumes,1,eBay,8037
301,711158760,3.67,0.47100000000000003,$3.99 ,Vanilla Scented Perfumes,2,eBay,26477
302,711158761,1.8,0.748,$6.50 ,Vanilla Scented Perfumes,3,eBay,28148
303,711158762,3.67,0.47100000000000003,$3.99 ,Vanilla Scented Perfumes,4,eBay,19155
304,711158763,3.4,0.49,$3.99 ,Vanilla Scented Perfumes,5,eBay,12206
305,711158764,3.67,0.47100000000000003,$14.50 ,Vanilla Scented Perfumes,6,eBay,7426
306,711158765,3.67,0.47100000000000003,$4.95 ,Vanilla Scented Perfumes,7,eBay,9176
307,711158766,2.8,1.166,$6.22 ,Vanilla Scented Perfumes,8,eBay,17238
308,711158767,1.5,0.866,$3.99 ,Vanilla Scented Perfumes,9,eBay,3467
309,711158768,2.0,1.4140000000000001,$9.99 ,Vanilla Scented Perfumes,10,eBay,28645
310,711158769,3.4,0.8,$9.99 ,Vanilla Scented Perfumes,11,eBay,10572
311,711158770,2.2,0.748,$14.50 ,Vanilla Scented Perfumes,12,eBay,28049
312,711158771,3.67,0.47100000000000003,$6.25 ,Vanilla Scented Perfumes,13,eBay,17345
313,711158772,3.67,0.47100000000000003,$7.49 ,Vanilla Scented Perfumes,14,eBay,11400
314,711158773,4.0,0.0,$10.50 ,Vanilla Scented Perfumes,15,eBay,984
315,711158774,3.67,0.47100000000000003,$14.50 ,Vanilla Scented Perfumes,16,eBay,22133
316,711158775,3.67,0.47100000000000003,$3.99 ,Vanilla Scented Perfumes,17,eBay,19962
317,711158776,1.67,0.943,$6.00 ,Vanilla Scented Perfumes,18,eBay,7061
318,711158777,2.0,1.4140000000000001,$24.59 ,Vanilla Scented Perfumes,19,eBay,16281
319,711158779,3.2,0.748,$17.99 ,Vanilla Scented Perfumes,21,eBay,28209
320,711158780,3.33,0.47100000000000003,$3.99 ,Vanilla Scented Perfumes,22,eBay,18239
321,711158781,2.8,0.748,$12.48 ,Vanilla Scented Perfumes,23,eBay,21707
322,711158782,2.8,0.748,$14.50 ,Vanilla Scented Perfumes,24,eBay,9188
323,711158783,3.67,0.47100000000000003,$37.25 ,Vanilla Scented Perfumes,25,eBay,28446
324,711158784,4.0,0.0,$6.89 ,wireless mouse,1,eBay,11995
325,711158785,3.67,0.47100000000000003,$6.95 ,wireless mouse,2,eBay,16020
326,711158786,4.0,0.0,$7.99 ,wireless mouse,3,eBay,22315
327,711158787,1.67,0.47100000000000003,$5.99 ,wireless mouse,4,eBay,14747
328,711158788,4.0,0.0,$3.99 ,wireless mouse,5,eBay,22242
329,711158789,4.0,0.0,$6.65 ,wireless mouse,6,eBay,14849
330,711158790,3.67,0.47100000000000003,$3.95 ,wireless mouse,7,eBay,10755
331,711158791,4.0,0.0,$5.99 ,wireless mouse,8,eBay,16399
332,711158792,3.67,0.47100000000000003,$4.95 ,wireless mouse,9,eBay,3390
333,711158793,4.0,0.0,$1.99 ,wireless mouse,10,eBay,6267
334,711158794,4.0,0.0,$7.99 ,wireless mouse,11,eBay,7727
335,711158795,3.33,0.47100000000000003,$3.29 ,wireless mouse,12,eBay,6282
336,711158796,4.0,0.0,$6.45 ,wireless mouse,13,eBay,16376
337,711158797,4.0,0.0,$3.99 ,wireless mouse,14,eBay,19354
338,711158798,4.0,0.0,$6.28 ,wireless mouse,15,eBay,153
339,711158799,4.0,0.0,$3.95 ,wireless mouse,16,eBay,13332
340,711158800,4.0,0.0,$3.63 ,wireless mouse,17,eBay,27190
341,711158801,3.67,0.47100000000000003,$1.99 ,wireless mouse,18,eBay,7788
342,711158802,4.0,0.0,$3.99 ,wireless mouse,19,eBay,26451
343,711158803,4.0,0.0,$3.43 ,wireless mouse,20,eBay,27984
344,711158804,4.0,0.0,$5.74 ,wireless mouse,21,eBay,26384
345,711158805,4.0,0.0,$5.98 ,wireless mouse,22,eBay,7152
346,711158806,2.67,0.943,$7.99 ,wireless mouse,23,eBay,25234
347,711158807,4.0,0.0,$0.89 ,wireless mouse,24,eBay,28410
348,711158808,3.67,0.47100000000000003,$4.97 ,wireless mouse,25,eBay,3431
349,711158809,3.0,0.0,$18.95 ,spiderman,1,eBay,9199
350,711158810,2.33,0.943,$5.95 ,spiderman,2,eBay,12678
351,711158811,3.17,0.687,$1.99 ,spiderman,3,eBay,29206
352,711158812,2.67,0.47100000000000003,$12.95 ,spiderman,4,eBay,2459
353,711158813,2.8,0.98,$15.00 ,spiderman,5,eBay,10273
